publication,page_number,column,entryType,full_text,x,y,width,height,entry_id,state_name
Alabama,6,2,CITY,"BOGUECHITTO (ELEANOR P.O.), 50, DALLAS",1579,784,650,42,Alab_006_02_00688,ALABAMA
Alabama,6,2,CITY,"BOLIGEE, 200, GREENE",1579,850,400,20,Alab_006_02_00690,ALABAMA
Alabama,6,2,CITY,"BOLLING, 350, BUTLER",1579,960,400,20,Alab_006_02_00694,ALABAMA
Alabama,6,2,CITY,"BOOTHTON, 200, SHELBY",1579,1026,400,20,Alab_006_02_00696,ALABAMA
Alabama,6,2,CITY,"BOYLES, -, JEFFERSON",1579,1070,400,20,Alab_006_02_00698,ALABAMA
Alabama,6,2,CITY,"BRADLEY (FALCO P.O.), ESCAMBIA",1579,1136,600,20,Alab_006_02_00700,ALABAMA
Alabama,6,2,CITY,"BRADLEYTON, 150, CRENSHAW",1579,1180,500,20,Alab_006_02_00702,ALABAMA
Alabama,6,2,CITY,"BRAGGS, 20, LOWNDES",1579,1224,400,20,Alab_006_02_00704,ALABAMA
Alabama,6,2,CITY,"BRANCHVILLE, 89, ST. CLAIR",1579,1290,500,20,Alab_006_02_00706,ALABAMA
Alabama,6,2,CITY,"BRANTLEY, 803, CRENSHAW",1579,1356,500,20,Alab_006_02_00708,ALABAMA
Alabama,6,2,CITY,"BREMEN, 350, CULLMAN",1579,1532,400,20,Alab_006_02_00714,ALABAMA
Alabama,6,2,CITY,"BRENT, 300, BIBB",1579,1598,350,20,Alab_006_02_00716,ALABAMA
Alabama,6,2,CITY,"BREWTON, 2,185, ESCAMBIA",1579,1664,500,20,Alab_006_02_00718,ALABAMA
Alabama,6,2,CITY,"BRIDGEPORT, 2,125, JACKSON",1579,1972,550,20,Alab_006_02_00726,ALABAMA
Alabama,6,2,CITY,"BRIGHTON, 1,502, JEFFERSON",1579,2148,550,20,Alab_006_02_00731,ALABAMA
Alabama,7,0,CITY,"BRILLIANT, 700, MARION",318,327,385,18,Alab_007_00_00734,ALABAMA
Alabama,7,0,CITY,"BROOKYLN, 350, CONECUH",318,392,425,18,Alab_007_00_00738,ALABAMA
Alabama,7,0,CITY,"BROOKSIDE, 623, JEFFERSON",318,457,450,18,Alab_007_00_00741,ALABAMA
Alabama,7,0,CITY,"BROOKWOOD, 1,500, TUSCALOOSA",318,509,520,18,Alab_007_00_00744,ALABAMA
Alabama,7,0,CITY,"BROWNS, 200, DALLAS",318,548,360,18,Alab_007_00_00747,ALABAMA
Alabama,7,0,CITY,"BRUNDIDGE, 815, PIKE",318,587,380,18,Alab_007_00_00749,ALABAMA
Alabama,7,0,CITY,"BUENA VISTA, 200, MONROE",318,795,450,18,Alab_007_00_00758,ALABAMA
Alabama,7,0,CITY,"BUHL, 200, TUSCALOOSA",318,834,420,18,Alab_007_00_00760,ALABAMA
Alabama,7,0,CITY,"BURNSVILLE, 200, DALLAS",318,912,420,18,Alab_007_00_00765,ALABAMA
Alabama,7,0,CITY,"BURNT CORN, 33, MONROE",318,951,420,18,Alab_007_00_00767,ALABAMA
Alabama,7,0,CITY,"BUTLER, 250, CHOCTAW",318,1003,380,18,Alab_007_00_00770,ALABAMA
Alabama,7,0,CITY,"BUYCK (R. D., TITUS), 20, ELMORE",318,1055,550,18,Alab_007_00_00773,ALABAMA
Alabama,7,0,CITY,"CALERA, 754, SHELBY",318,1094,380,18,Alab_007_00_00775,ALABAMA
Alabama,7,0,CITY,"CALVERT, 150, MOBILE",318,1159,380,18,Alab_007_00_00779,ALABAMA
Alabama,7,0,CITY,"CAMDEN, 648, WILCOX",318,1198,380,18,Alab_007_00_00781,ALABAMA
Alabama,7,0,CITY,"CAMP HILL, 896, TALLAPOOSA",318,1354,520,18,Alab_007_00_00791,ALABAMA
Alabama,7,0,CITY,"CAMP HUGH, -, BIBB",318,1497,380,18,Alab_007_00_00797,ALABAMA
Alabama,7,1,CITY,"CANOE STATION, 50, ESCAMBIA",963,332,318,16,Alab_007_01_00799,ALABAMA
Alabama,7,1,CITY,"CARBONHILL, 1,627, WALKER",963,377,295,16,Alab_007_01_00802,ALABAMA
Alabama,7,1,CITY,"CARDIFF, 426, JEFFERSON",963,512,285,16,Alab_007_01_00809,ALABAMA
Alabama,7,1,CITY,"CARLOWVILLE (R.D., MINTER), 184, DALLAS",963,617,385,31,Alab_007_01_00813,ALABAMA
Alabama,7,1,CITY,"CARROLLTON, 444, PICKENS",963,677,290,16,Alab_007_01_00815,ALABAMA
Alabama,7,1,CITY,"CARSON, 10, WASHINGTON",963,797,285,16,Alab_007_01_00820,ALABAMA
Alabama,7,1,CITY,"CASTLEBERRY, 225, CONECUH",963,842,310,16,Alab_007_01_00822,ALABAMA
Alabama,7,1,CITY,"CATHERINE, 200, WILCOX",963,917,275,16,Alab_007_01_00825,ALABAMA
Alabama,7,1,CITY,"CEDAR BLUFF, 264, CHEROKEE",963,962,320,16,Alab_007_01_00827,ALABAMA
Alabama,7,1,CITY,"CENTER, 256, CHEROKEE",963,1052,265,16,Alab_007_01_00831,ALABAMA
Alabama,7,1,CITY,"CENTER HILL (R.D. HARVEST), 30, LIMESTONE",963,1187,385,31,Alab_007_01_00836,ALABAMA
Alabama,7,1,CITY,"CENTERVILLE, 730, BIBB",963,1232,265,16,Alab_007_01_00838,ALABAMA
Alabama,7,1,CITY,"CENTRAL, 100, ELMORE",963,1457,250,16,Alab_007_01_00847,ALABAMA
Alabama,7,1,CITY,"CENTRAL MILLS, 200, DALLAS",963,1532,310,16,Alab_007_01_00850,ALABAMA
Alabama,7,1,CITY,"CHANCELLOR, 60, GENEVA",963,1577,275,16,Alab_007_01_00852,ALABAMA
Alabama,7,1,CITY,"CHAPMAN, 10, BUTLER",963,1652,240,16,Alab_007_01_00855,ALABAMA
Alabama,7,2,CITY,"CHATOM, 200, WASHINGTON",1608,328,358,15,Alab_007_02_00857,ALABAMA
Alabama,7,2,CITY,"CHAVIES, 46, DEKALB",1608,381,288,15,Alab_007_02_00860,ALABAMA
Alabama,7,2,CITY,"CHEROKEE, 269, COLBERT",1608,420,338,15,Alab_007_02_00863,ALABAMA
Alabama,7,2,CITY,"CHILDERSBURG, 449, TALLADEGA",1608,511,448,15,Alab_007_02_00868,ALABAMA
Alabama,7,2,CITY,"CHOCCOLOCCO, 250, CALHOUN",1608,576,398,15,Alab_007_02_00871,ALABAMA
Alabama,7,2,CITY,"CHUNCHULA, 258, MOBILE",1608,615,338,15,Alab_007_02_00873,ALABAMA
Alabama,7,2,CITY,"CITRONELLE, 935, MOBILE",1608,654,358,15,Alab_007_02_00875,ALABAMA
Alabama,7,2,CITY,"CLAIRMONT SPRINGS, -, CLAY",1608,771,418,15,Alab_007_02_00880,ALABAMA
Alabama,7,2,CITY,"CLANTON, 1,123, CHILTON",1608,810,358,15,Alab_007_02_00882,ALABAMA
Alabama,7,2,CITY,"CLAYTON, 1,130, BARBOUR",1608,992,358,15,Alab_007_02_00890,ALABAMA
Alabama,7,2,CITY,"CLEVELAND, 150, BLOUNT",1608,1135,338,15,Alab_007_02_00897,ALABAMA
Alabama,7,2,CITY,"CLINTON, 100, GREENE",1608,1226,318,15,Alab_007_02_00902,ALABAMA
Alabama,7,2,CITY,"CLIO, 580, BARBOUR",1608,1265,288,15,Alab_007_02_00904,ALABAMA
Alabama,7,2,CITY,"CLOPTON, 20, DALE",1608,1369,258,15,Alab_007_02_00910,ALABAMA
Alabama,7,2,CITY,"CLOVERDALE, 150, LAUDERDALE",1608,1421,418,15,Alab_007_02_00913,ALABAMA
Alabama,7,2,CITY,"COALBURG, 300, JEFFERSON",1608,1473,398,15,Alab_007_02_00916,ALABAMA
Alabama,8,0,CITY,"COAL CITY, 685, ST. CLAIR",272,230,285,15,Alab_008_00_00918,ALABAMA
Alabama,8,0,CITY,"COALING, 250, TUSCALOOSA",272,275,285,15,Alab_008_00_00920,ALABAMA
Alabama,8,0,CITY,"COATOPA, 100, SUMTER",272,305,260,15,Alab_008_00_00922,ALABAMA
Alabama,8,0,CITY,"COCHRANE, 200, PICKINS",272,365,260,15,Alab_008_00_00925,ALABAMA
Alabama,8,0,CITY,"CODEN, -, MOBILE",272,395,200,15,Alab_008_00_00927,ALABAMA
Alabama,8,0,CITY,"COFFEE SPRINGS, 503, GENEVA",272,425,350,15,Alab_008_00_00929,ALABAMA
Alabama,8,0,CITY,"COFFEEVILLE, 104, CLARKE",272,515,300,15,Alab_008_00_00934,ALABAMA
Alabama,8,0,CITY,"COKER, 30, TUSCALOOSA",272,590,285,15,Alab_008_00_00937,ALABAMA
Alabama,8,0,CITY,"COLEANOR, 800, BIBB",272,665,250,15,Alab_008_00_00940,ALABAMA
Alabama,8,0,CITY,"COLLBRAN, 100, DEKALB",272,710,285,15,Alab_008_00_00942,ALABAMA
Alabama,8,0,CITY,"COLLINSVILLE, 673, DEKALB",272,755,320,15,Alab_008_00_00944,ALABAMA
Alabama,8,0,CITY,"COLUMBIA, 1,122 HOUSTON",272,905,320,15,Alab_008_00_00950,ALABAMA
Alabama,8,0,CITY,"COLUMBIANA, 1,079, SHELBY",272,1070,320,15,Alab_008_00_00957,ALABAMA
Alabama,8,0,CITY,"COLUMBUS CITY, 80, MARSHALL",272,1190,350,15,Alab_008_00_00962,ALABAMA
Alabama,8,0,CITY,"COMER, 200, BARBOUR",272,1235,285,15,Alab_008_00_00964,ALABAMA
Alabama,8,0,CITY,"COOPER, 50, CHILTON",272,1355,250,15,Alab_008_00_00969,ALABAMA
Alabama,8,0,CITY,"CORDOVA, 1,747, WALKER",272,1400,320,15,Alab_008_00_00972,ALABAMA
Alabama,8,0,CITY,"CORONA, 1,500, WALKER",272,1505,320,15,Alab_008_00_00977,ALABAMA
Alabama,8,1,CITY,"COTTONDALE, 900, TUSCALOOSA",905,240,680,20,Alab_008_01_00979,ALABAMA
Alabama,8,1,CITY,"COTTONWOOD, 500, HOUSTON",905,280,600,20,Alab_008_01_00981,ALABAMA
Alabama,8,1,CITY,"COURTLAND, 478, LAWRENCE",905,340,580,20,Alab_008_01_00984,ALABAMA
Alabama,8,1,CITY,"COVIN, 60, FAYETTE",905,440,450,20,Alab_008_01_00987,ALABAMA
Alabama,8,1,CITY,"COWARTS, 150, HOUSTON",905,530,500,20,Alab_008_01_00990,ALABAMA
Alabama,8,1,CITY,"COY, 50, WILCOX",905,570,350,20,Alab_008_01_00992,ALABAMA
Alabama,8,1,CITY,"CRAGFORD, 90, CLAY",905,610,450,20,Alab_008_01_00994,ALABAMA
Alabama,8,1,CITY,"CRANE HILL, 55, CULLMAN",905,710,550,20,Alab_008_01_00997,ALABAMA
Alabama,8,1,CITY,"CREWS DEPOT, 150, LAMAR",905,750,550,20,Alab_008_01_00999,ALABAMA
Alabama,8,1,CITY,"CRICHTON, 100, MOBILE",905,810,550,20,Alab_008_01_01001,ALABAMA
Alabama,8,1,CITY,"CROPWELL, 105, ST. CLAIR",905,870,600,20,Alab_008_01_01003,ALABAMA
Alabama,8,1,CITY,"CROSS KEYS (R.D., SHORTER), 25, MACON",905,930,880,40,Alab_008_01_01005,ALABAMA
Alabama,8,1,CITY,"CROSSVILLE, 250, DEKALB",905,1050,550,20,Alab_008_01_01008,ALABAMA
Alabama,8,1,CITY,"CUBA, 650, SUMTER",905,1360,450,20,Alab_008_01_01018,ALABAMA
Alabama,8,1,CITY,"CULLMAN, 2,130, CULLMAN",905,1500,600,20,Alab_008_01_01022,ALABAMA
Alabama,8,1,CITY,"CUNNINGHAM, 30, CLARKE",905,1910,500,20,Alab_008_01_01035,ALABAMA
Alabama,8,1,CITY,"CUSSETA, 150, CHAMBERS",905,1970,550,20,Alab_008_01_01037,ALABAMA
Alabama,8,1,CITY,"DADEVILLE, 1,193, TALLAPOOSA",905,2010,700,20,Alab_008_01_01039,ALABAMA
Alabama,8,2,CITY,"DALEVILLE, 500, DALE",1545,391,215,15,Alab_008_02_01047,ALABAMA
Alabama,8,2,CITY,"DANCY, 20, PICKENS",1545,464,185,15,Alab_008_02_01050,ALABAMA
Alabama,8,2,CITY,"DANVILLE, 179, MORGAN",1545,508,215,15,Alab_008_02_01052,ALABAMA
Alabama,8,2,CITY,"DAPHNE, 549, BALDWIN",1545,552,215,15,Alab_008_02_01054,ALABAMA
Alabama,8,2,CITY,"DAVISTON, 127, TALLAPOOSA",1545,611,255,15,Alab_008_02_01057,ALABAMA
Alabama,8,2,CITY,"DAWES (R.D., THEODORE), MOBILE",1545,640,305,15,Alab_008_02_01059,ALABAMA
Alabama,8,2,CITY,"DAWSON, 125, DEKALB",1545,669,205,15,Alab_008_02_01061,ALABAMA
Alabama,8,2,CITY,"DAYTON, 382, MARENGO",1545,728,215,15,Alab_008_02_01064,ALABAMA
Alabama,8,2,CITY,"DE ARMANVILLE, 125, CALHOUN",1545,787,285,15,Alab_008_02_01067,ALABAMA
Alabama,8,2,CITY,"DEATSVILLE, 194, ELMORE",1545,816,235,15,Alab_008_02_01069,ALABAMA
Alabama,8,2,CITY,"DECATUR, 4,228, MORGAN",1545,875,235,15,Alab_008_02_01072,ALABAMA
Alabama,8,2,CITY,"DELMAR, 100, WINSTON",1545,1051,215,15,Alab_008_02_01079,ALABAMA
Alabama,8,2,CITY,"DELTA, 50, CLAY",1545,1095,145,15,Alab_008_02_01081,ALABAMA
Alabama,8,2,CITY,"DEMOPOLIS, 2,417, MARENGO",1545,1169,265,15,Alab_008_02_01084,ALABAMA
Alabama,8,2,CITY,"DIXON'S MILLS, 200, MARENGO",1545,1360,265,15,Alab_008_02_01092,ALABAMA
Alabama,8,2,CITY,"DOGWOOD (R.D., MONTEVALLO), -, SHELBY",1545,1389,355,30,Alab_008_02_01094,ALABAMA
Alabama,8,2,CITY,"DOLOMITE, 1,000, JEFFERSON",1545,1433,265,15,Alab_008_02_01096,ALABAMA
Alabama,8,2,CITY,"DORA, 916, WALKER",1545,1492,185,15,Alab_008_02_01099,ALABAMA
Alabama,9,0,CITY,"DOTHAN, 7,016, HOUSTON",256,401,380,18,Alab_009_00_01105,ALABAMA
Alabama,9,0,CITY,"DOUBLE SPRINGS, 200, WINSTON",256,1062,610,18,Alab_009_00_01129,ALABAMA
Alabama,9,0,CITY,"DOWNS, 100, MACON",256,1179,300,18,Alab_009_00_01133,ALABAMA
Alabama,9,0,CITY,"DOZIER, 288, CRENSHAW",256,1210,400,18,Alab_009_00_01135,ALABAMA
Alabama,9,0,CITY,"DUNBAR (MILLRY P.O.), WASHINGTON",256,1327,680,18,Alab_009_00_01139,ALABAMA
Alabama,9,0,CITY,"EASONVILLE, 73, ST. CLAIR",256,1382,450,18,Alab_009_00_01141,ALABAMA
Alabama,9,0,CITY,"EAST TALLASSEE, 2,000, TALLAPOOSA",256,1421,680,18,Alab_009_00_01143,ALABAMA
Alabama,9,0,CITY,"ECHOLA, 138, TUSCALOOSA",256,1522,450,18,Alab_009_00_01147,ALABAMA
Alabama,9,0,CITY,"ECLECTIC, 315, ELMORE",256,1577,400,18,Alab_009_00_01149,ALABAMA
Alabama,9,0,CITY,"EDEN, 165, ST. CLAIR",256,1678,400,18,Alab_009_00_01153,ALABAMA
Alabama,9,1,CITY,"EDGEWOOD (BIRMINGHAM P.O.), JEFFERSON",927,307,895,43,Alab_009_01_01156,ALABAMA
Alabama,9,1,CITY,"EDNA, -, CHOCTAW",927,387,435,26,Alab_009_01_01158,ALABAMA
Alabama,9,1,CITY,"EDWARDSVILLE, 393, CLEBURNE",927,447,735,26,Alab_009_01_01160,ALABAMA
Alabama,9,1,CITY,"ELBA, 1,079, COFFEE",927,527,485,26,Alab_009_01_01163,ALABAMA
Alabama,9,1,CITY,"ELDRIDGE, 120, WALKER",927,827,585,26,Alab_009_01_01172,ALABAMA
Alabama,9,1,CITY,"ELISKA, 5, MONROE",927,907,435,26,Alab_009_01_01175,ALABAMA
Alabama,9,1,CITY,"ELKMONT, 188, LIMESTONE",927,1007,635,26,Alab_009_01_01178,ALABAMA
Alabama,9,1,CITY,"ELK RIVER MILLS (ATHENS P.O.), 50, LIMESTONE",927,1187,895,46,Alab_009_01_01184,ALABAMA
Alabama,9,1,CITY,"ELMORE, 300, ELMORE",927,1247,485,26,Alab_009_01_01186,ALABAMA
Alabama,9,1,CITY,"ELROD, 35, TUSCALOOSA",927,1327,585,26,Alab_009_01_01189,ALABAMA
Alabama,9,1,CITY,"EMELLE, 300, SUMTER",927,1387,485,26,Alab_009_01_01192,ALABAMA
Alabama,9,1,CITY,"EMPIRE, 300, WALKER",927,1487,485,26,Alab_009_01_01195,ALABAMA
Alabama,9,1,CITY,"ENSLEY, 8,000, JEFFERSON",927,1567,635,26,Alab_009_01_01198,ALABAMA
Alabama,9,2,CITY,"ENTERPRISE, 2,322, COFFEE",1574,821,500,18,Alab_009_02_01230,ALABAMA
Alabama,9,2,CITY,"EPES, 374, SUMTER",1574,1055,400,18,Alab_009_02_01242,ALABAMA
Alabama,9,2,CITY,"EQUALITY, 200, COOSA",1574,1133,400,18,Alab_009_02_01246,ALABAMA
Alabama,9,2,CITY,"ETHELSVILLE, 50, PICKENS",1574,1199,500,18,Alab_009_02_01250,ALABAMA
Alabama,9,2,CITY,"EUFAULA, 4,259, BARBOUR",1574,1337,500,18,Alab_009_02_01256,ALABAMA
Alabama,10,0,CITY,"EUTAW, 1,001, GREENE",248,332,450,25,Alab_010_00_01266,ALABAMA
Alabama,10,0,CITY,"EVA, 30, MORGAN",248,497,350,25,Alab_010_00_01274,ALABAMA
Alabama,10,0,CITY,"EVERGREEN, 1,582, CONECUH",248,532,500,25,Alab_010_00_01276,ALABAMA
Alabama,10,0,CITY,"EXCEL, 150, MONROE",248,787,400,25,Alab_010_00_01285,ALABAMA
Alabama,10,0,CITY,"FAIRFAX, -, CHAMBERS",248,817,450,25,Alab_010_00_01287,ALABAMA
Alabama,10,0,CITY,"FAIRFIELD, -, JEFFERSON",248,867,500,25,Alab_010_00_01289,ALABAMA
Alabama,10,0,CITY,"FAIRHOPE, 590, BALDWIN",248,1147,500,25,Alab_010_00_01298,ALABAMA
Alabama,10,0,CITY,"FALCO, -, COVINGTON",248,1387,450,25,Alab_010_00_01307,ALABAMA
Alabama,10,0,CITY,"FALKVILLE, 335, MORGAN",248,1437,500,25,Alab_010_00_01309,ALABAMA
Alabama,10,0,CITY,"FALLS CITY, 85, WINSTON",248,1542,500,25,Alab_010_00_01313,ALABAMA
