publication,page_number,column,entryType,full_text,x,y,width,height,entry_id,state_name
Alabama,7,0,CITY,"BUTLER, 250, CHOCTAW",318,1003,380,18,Alab_007_00_00582,ALABAMA
Alabama,7,0,CITY,"BUYCK (R. D., TITUS), 20, ELMORE",318,1055,550,18,Alab_007_00_00585,ALABAMA
Alabama,7,0,CITY,"CALERA, 754, SHELBY",318,1094,380,18,Alab_007_00_00587,ALABAMA
Alabama,7,0,CITY,"CALVERT, 150, MOBILE",318,1159,380,18,Alab_007_00_00591,ALABAMA
Alabama,7,0,CITY,"CAMDEN, 648, WILCOX",318,1198,380,18,Alab_007_00_00593,ALABAMA
Alabama,7,0,CITY,"CAMP HILL, 896, TALLAPOOSA",318,1354,520,18,Alab_007_00_00603,ALABAMA
Alabama,7,0,CITY,"CAMP HUGH, -, BIBB",318,1497,380,18,Alab_007_00_00609,ALABAMA
Alabama,7,1,CITY,"CANOE STATION, 50, ESCAMBIA",963,332,318,16,Alab_007_01_00611,ALABAMA
Alabama,7,1,CITY,"CARBONHILL, 1,627, WALKER",963,377,295,16,Alab_007_01_00614,ALABAMA
Alabama,7,1,CITY,"CARDIFF, 426, JEFFERSON",963,512,285,16,Alab_007_01_00621,ALABAMA
Alabama,7,1,CITY,"CARLOWVILLE (R.D., MINTER), 184, DALLAS",963,617,385,31,Alab_007_01_00625,ALABAMA
Alabama,7,1,CITY,"CARROLLTON, 444, PICKENS",963,677,290,16,Alab_007_01_00627,ALABAMA
Alabama,7,1,CITY,"CARSON, 10, WASHINGTON",963,797,285,16,Alab_007_01_00632,ALABAMA
Alabama,7,1,CITY,"CASTLEBERRY, 225, CONECUH",963,842,310,16,Alab_007_01_00634,ALABAMA
Alabama,7,1,CITY,"CATHERINE, 200, WILCOX",963,917,275,16,Alab_007_01_00637,ALABAMA
Alabama,7,1,CITY,"CEDAR BLUFF, 264, CHEROKEE",963,962,320,16,Alab_007_01_00639,ALABAMA
Alabama,7,1,CITY,"CENTER, 256, CHEROKEE",963,1052,265,16,Alab_007_01_00643,ALABAMA
Alabama,7,1,CITY,"CENTER HILL (R.D. HARVEST), 30, LIMESTONE",963,1187,385,31,Alab_007_01_00648,ALABAMA
Alabama,7,1,CITY,"CENTERVILLE, 730, BIBB",963,1232,265,16,Alab_007_01_00650,ALABAMA
Alabama,7,1,CITY,"CENTRAL, 100, ELMORE",963,1457,250,16,Alab_007_01_00659,ALABAMA
Alabama,7,1,CITY,"CENTRAL MILLS, 200, DALLAS",963,1532,310,16,Alab_007_01_00662,ALABAMA
Alabama,7,1,CITY,"CHANCELLOR, 60, GENEVA",963,1577,275,16,Alab_007_01_00664,ALABAMA
Alabama,7,1,CITY,"CHAPMAN, 10, BUTLER",963,1652,240,16,Alab_007_01_00667,ALABAMA
Alabama,8,2,CITY,"DALEVILLE, 500, DALE",1545,391,215,15,Alab_008_02_00675,ALABAMA
Alabama,8,2,CITY,"DANCY, 20, PICKENS",1545,464,185,15,Alab_008_02_00678,ALABAMA
Alabama,8,2,CITY,"DANVILLE, 179, MORGAN",1545,508,215,15,Alab_008_02_00680,ALABAMA
Alabama,8,2,CITY,"DAPHNE, 549, BALDWIN",1545,552,215,15,Alab_008_02_00682,ALABAMA
Alabama,8,2,CITY,"DAVISTON, 127, TALLAPOOSA",1545,611,255,15,Alab_008_02_00685,ALABAMA
Alabama,8,2,CITY,"DAWES (R.D., THEODORE), MOBILE",1545,640,305,15,Alab_008_02_00687,ALABAMA
Alabama,8,2,CITY,"DAWSON, 125, DEKALB",1545,669,205,15,Alab_008_02_00689,ALABAMA
Alabama,8,2,CITY,"DAYTON, 382, MARENGO",1545,728,215,15,Alab_008_02_00692,ALABAMA
Alabama,8,2,CITY,"DE ARMANVILLE, 125, CALHOUN",1545,787,285,15,Alab_008_02_00695,ALABAMA
Alabama,8,2,CITY,"DEATSVILLE, 194, ELMORE",1545,816,235,15,Alab_008_02_00697,ALABAMA
Alabama,8,2,CITY,"DECATUR, 4,228, MORGAN",1545,875,235,15,Alab_008_02_00700,ALABAMA
Alabama,8,2,CITY,"DELMAR, 100, WINSTON",1545,1051,215,15,Alab_008_02_00707,ALABAMA
Alabama,8,2,CITY,"DELTA, 50, CLAY",1545,1095,145,15,Alab_008_02_00709,ALABAMA
Alabama,8,2,CITY,"DEMOPOLIS, 2,417, MARENGO",1545,1169,265,15,Alab_008_02_00712,ALABAMA
Alabama,8,2,CITY,"DIXON'S MILLS, 200, MARENGO",1545,1360,265,15,Alab_008_02_00720,ALABAMA
Alabama,8,2,CITY,"DOGWOOD (R.D., MONTEVALLO), -, SHELBY",1545,1389,355,30,Alab_008_02_00722,ALABAMA
Alabama,8,2,CITY,"DOLOMITE, 1,000, JEFFERSON",1545,1433,265,15,Alab_008_02_00724,ALABAMA
Alabama,8,2,CITY,"DORA, 916, WALKER",1545,1492,185,15,Alab_008_02_00727,ALABAMA
Alabama,9,0,CITY,"DOTHAN, 7,016, HOUSTON",256,401,380,18,Alab_009_00_00733,ALABAMA
Alabama,9,0,CITY,"DOUBLE SPRINGS, 200, WINSTON",256,1062,610,18,Alab_009_00_00757,ALABAMA
Alabama,9,0,CITY,"DOWNS, 100, MACON",256,1179,300,18,Alab_009_00_00761,ALABAMA
Alabama,9,0,CITY,"DOZIER, 288, CRENSHAW",256,1210,400,18,Alab_009_00_00763,ALABAMA
Alabama,9,0,CITY,"DUNBAR (MILLRY P.O.), WASHINGTON",256,1327,680,18,Alab_009_00_00767,ALABAMA
Alabama,9,0,CITY,"EASONVILLE, 73, ST. CLAIR",256,1382,450,18,Alab_009_00_00769,ALABAMA
Alabama,9,0,CITY,"EAST TALLASSEE, 2,000, TALLAPOOSA",256,1421,680,18,Alab_009_00_00771,ALABAMA
Alabama,9,0,CITY,"ECHOLA, 138, TUSCALOOSA",256,1522,450,18,Alab_009_00_00775,ALABAMA
Alabama,9,0,CITY,"ECLECTIC, 315, ELMORE",256,1577,400,18,Alab_009_00_00777,ALABAMA
Alabama,9,0,CITY,"EDEN, 165, ST. CLAIR",256,1678,400,18,Alab_009_00_00781,ALABAMA
Alabama,9,1,CITY,"EDGEWOOD (BIRMINGHAM P.O.), JEFFERSON",927,307,895,43,Alab_009_01_00784,ALABAMA
Alabama,9,1,CITY,"EDNA, -, CHOCTAW",927,387,435,26,Alab_009_01_00786,ALABAMA
Alabama,9,1,CITY,"EDWARDSVILLE, 393, CLEBURNE",927,447,735,26,Alab_009_01_00788,ALABAMA
Alabama,9,1,CITY,"ELBA, 1,079, COFFEE",927,527,485,26,Alab_009_01_00791,ALABAMA
Alabama,9,1,CITY,"ELDRIDGE, 120, WALKER",927,827,585,26,Alab_009_01_00800,ALABAMA
Alabama,9,1,CITY,"ELISKA, 5, MONROE",927,907,435,26,Alab_009_01_00803,ALABAMA
Alabama,9,1,CITY,"ELKMONT, 188, LIMESTONE",927,1007,635,26,Alab_009_01_00806,ALABAMA
Alabama,9,1,CITY,"ELK RIVER MILLS (ATHENS P.O.), 50, LIMESTONE",927,1187,895,46,Alab_009_01_00812,ALABAMA
Alabama,9,1,CITY,"ELMORE, 300, ELMORE",927,1247,485,26,Alab_009_01_00814,ALABAMA
Alabama,9,1,CITY,"ELROD, 35, TUSCALOOSA",927,1327,585,26,Alab_009_01_00817,ALABAMA
Alabama,9,1,CITY,"EMELLE, 300, SUMTER",927,1387,485,26,Alab_009_01_00820,ALABAMA
Alabama,9,1,CITY,"EMPIRE, 300, WALKER",927,1487,485,26,Alab_009_01_00823,ALABAMA
Alabama,9,1,CITY,"ENSLEY, 8,000, JEFFERSON",927,1567,635,26,Alab_009_01_00826,ALABAMA
Alabama,8,1,CITY,"COTTONDALE, 900, TUSCALOOSA",905,240,680,20,Alab_008_01_00838,ALABAMA
Alabama,8,1,CITY,"COTTONWOOD, 500, HOUSTON",905,280,600,20,Alab_008_01_00840,ALABAMA
Alabama,8,1,CITY,"COURTLAND, 478, LAWRENCE",905,340,580,20,Alab_008_01_00843,ALABAMA
Alabama,8,1,CITY,"COVIN, 60, FAYETTE",905,440,450,20,Alab_008_01_00846,ALABAMA
Alabama,8,1,CITY,"COWARTS, 150, HOUSTON",905,530,500,20,Alab_008_01_00849,ALABAMA
Alabama,8,1,CITY,"COY, 50, WILCOX",905,570,350,20,Alab_008_01_00851,ALABAMA
Alabama,8,1,CITY,"CRAGFORD, 90, CLAY",905,610,450,20,Alab_008_01_00853,ALABAMA
Alabama,8,1,CITY,"CRANE HILL, 55, CULLMAN",905,710,550,20,Alab_008_01_00856,ALABAMA
Alabama,8,1,CITY,"CREWS DEPOT, 150, LAMAR",905,750,550,20,Alab_008_01_00858,ALABAMA
Alabama,8,1,CITY,"CRICHTON, 100, MOBILE",905,810,550,20,Alab_008_01_00860,ALABAMA
Alabama,8,1,CITY,"CROPWELL, 105, ST. CLAIR",905,870,600,20,Alab_008_01_00862,ALABAMA
Alabama,8,1,CITY,"CROSS KEYS (R.D., SHORTER), 25, MACON",905,930,880,40,Alab_008_01_00864,ALABAMA
Alabama,8,1,CITY,"CROSSVILLE, 250, DEKALB",905,1050,550,20,Alab_008_01_00867,ALABAMA
Alabama,8,1,CITY,"CUBA, 650, SUMTER",905,1360,450,20,Alab_008_01_00877,ALABAMA
Alabama,8,1,CITY,"CULLMAN, 2,130, CULLMAN",905,1500,600,20,Alab_008_01_00881,ALABAMA
Alabama,8,1,CITY,"CUNNINGHAM, 30, CLARKE",905,1910,500,20,Alab_008_01_00894,ALABAMA
Alabama,8,1,CITY,"CUSSETA, 150, CHAMBERS",905,1970,550,20,Alab_008_01_00896,ALABAMA
Alabama,8,1,CITY,"DADEVILLE, 1,193, TALLAPOOSA",905,2010,700,20,Alab_008_01_00898,ALABAMA
Alabama,9,2,CITY,"ENTERPRISE, 2,322, COFFEE",1574,821,500,18,Alab_009_02_00920,ALABAMA
Alabama,9,2,CITY,"EPES, 374, SUMTER",1574,1055,400,18,Alab_009_02_00932,ALABAMA
Alabama,9,2,CITY,"EQUALITY, 200, COOSA",1574,1133,400,18,Alab_009_02_00936,ALABAMA
Alabama,9,2,CITY,"ETHELSVILLE, 50, PICKENS",1574,1199,500,18,Alab_009_02_00940,ALABAMA
Alabama,9,2,CITY,"EUFAULA, 4,259, BARBOUR",1574,1337,500,18,Alab_009_02_00946,ALABAMA
Alabama,10,0,CITY,"EUTAW, 1,001, GREENE",248,332,450,25,Alab_010_00_00956,ALABAMA
Alabama,10,0,CITY,"EVA, 30, MORGAN",248,497,350,25,Alab_010_00_00964,ALABAMA
Alabama,10,0,CITY,"EVERGREEN, 1,582, CONECUH",248,532,500,25,Alab_010_00_00966,ALABAMA
Alabama,10,0,CITY,"EXCEL, 150, MONROE",248,787,400,25,Alab_010_00_00975,ALABAMA
Alabama,10,0,CITY,"FAIRFAX, -, CHAMBERS",248,817,450,25,Alab_010_00_00977,ALABAMA
Alabama,10,0,CITY,"FAIRFIELD, -, JEFFERSON",248,867,500,25,Alab_010_00_00979,ALABAMA
Alabama,10,0,CITY,"FAIRHOPE, 590, BALDWIN",248,1147,500,25,Alab_010_00_00988,ALABAMA
Alabama,10,0,CITY,"FALCO, -, COVINGTON",248,1387,450,25,Alab_010_00_00997,ALABAMA
Alabama,10,0,CITY,"FALKVILLE, 335, MORGAN",248,1437,500,25,Alab_010_00_00999,ALABAMA
Alabama,10,0,CITY,"FALLS CITY, 85, WINSTON",248,1542,500,25,Alab_010_00_01003,ALABAMA
Alabama,10,0,CITY,"FARILL, 25, CHEROKEE",248,1577,450,25,Alab_010_00_01005,ALABAMA
Alabama,10,0,CITY,"FAUNSDALE, 352, MARENGO",248,1627,500,25,Alab_010_00_01007,ALABAMA
Alabama,10,0,CITY,"FAYETTE, 636, FAYETTE",248,1712,500,25,Alab_010_00_01010,ALABAMA
Alabama,12,0,CITY,"HANCEVILLE, 464, CULLMAN",202,427,450,24,Alab_012_00_01020,ALABAMA
Alabama,12,0,CITY,"HARGROVE, 350, BIBB",202,588,400,24,Alab_012_00_01025,ALABAMA
Alabama,12,0,CITY,"HARTFORD, 1,159, GENEVA",202,659,450,24,Alab_012_00_01027,ALABAMA
Alabama,12,0,CITY,"HARTSELLS, 1,374, MORGAN",202,957,450,24,Alab_012_00_01036,ALABAMA
Alabama,12,0,CITY,"HATTON (R.D., TOWN CREEK), 60, LAWRENCE",202,1231,748,47,Alab_012_00_01045,ALABAMA
Alabama,12,0,CITY,"HAVANA, 137, HALE",202,1294,350,24,Alab_012_00_01047,ALABAMA
Alabama,12,0,CITY,"HAYNEVILLE, 400, LOWNDES",202,1403,450,24,Alab_012_00_01050,ALABAMA
Alabama,12,0,CITY,"HAZEL GREEN, 75, MADISON",202,1575,450,24,Alab_012_00_01055,ALABAMA
Alabama,12,0,CITY,"HEADLAND, 1,090, HENRY",202,1646,450,24,Alab_012_00_01057,ALABAMA
Alabama,12,0,CITY,"HEALING SPRINGS, 50, WASHINGTON",202,1869,600,24,Alab_012_00_01064,ALABAMA
Alabama,12,0,CITY,"HEFLIN, 839, CLEBURNE",202,1940,450,24,Alab_012_00_01066,ALABAMA
Alabama,11,0,CITY,"GAINESTOWN, 110, CLARKE",22,778,200,13,Alab_011_00_01089,ALABAMA
Alabama,11,0,CITY,"GAINESVILLE, 532, SUMTER",22,804,200,13,Alab_011_00_01091,ALABAMA
Alabama,11,0,CITY,"GALLION, 220, HALE",22,882,150,13,Alab_011_00_01095,ALABAMA
Alabama,11,0,CITY,"GAMBLE MINES, 35, WALKER",22,908,200,13,Alab_011_00_01097,ALABAMA
Alabama,11,0,CITY,"GANTT, 300, COVINGTON",22,947,180,13,Alab_011_00_01099,ALABAMA
Alabama,11,0,CITY,"GANTTS QUARRY, 300, TALLADEGA",22,999,250,13,Alab_011_00_01102,ALABAMA
Alabama,11,0,CITY,"GARDEN CITY, 250, CULLMAN",22,1038,200,13,Alab_011_00_01104,ALABAMA
Alabama,11,0,CITY,"GARLAND, 250, BUTLER",22,1077,180,13,Alab_011_00_01106,ALABAMA
Alabama,11,0,CITY,"GASTONBURG, 145, WILCOX",22,1116,200,13,Alab_011_00_01108,ALABAMA
Alabama,11,0,CITY,"GAYLESVILLE, 204, CHEROKEE",22,1168,220,13,Alab_011_00_01111,ALABAMA
Alabama,11,0,CITY,"GEIGER, 200, SUMTER",22,1220,160,13,Alab_011_00_01114,ALABAMA
Alabama,11,0,CITY,"GENEVA, 969, GENEVA",22,1259,180,13,Alab_011_00_01116,ALABAMA
Alabama,11,0,CITY,"GEORGIANA, 999, BUTLER",22,1441,200,13,Alab_011_00_01124,ALABAMA
Alabama,10,2,CITY,"FRANKLIN, 150, MONROE",1521,250,348,14,Alab_010_02_01128,ALABAMA
Alabama,10,2,CITY,"FRANKVILLE, 75, WASHINGTON",1521,285,418,14,Alab_010_02_01130,ALABAMA
Alabama,10,2,CITY,"FRUITDALE, 250, WASHINGTON",1521,321,418,14,Alab_010_02_01132,ALABAMA
Alabama,10,2,CITY,"FRUITHURST, 257, CLEBURNE",1521,369,418,14,Alab_010_02_01135,ALABAMA
Alabama,10,2,CITY,"FT. DEPOSIT, 893, LOWNDES",1521,405,388,14,Alab_010_02_01137,ALABAMA
Alabama,10,2,CITY,"FT. MITCHELL, 50, RUSSELL",1521,477,388,14,Alab_010_02_01142,ALABAMA
Alabama,10,2,CITY,"FT. MORGAN, -, BALDWIN",1521,513,358,14,Alab_010_02_01144,ALABAMA
Alabama,10,2,CITY,"FT. PAYNE, 1,317, DEKALB",1521,549,388,14,Alab_010_02_01146,ALABAMA
Alabama,10,2,CITY,"FULTON, 518, CLARKE",1521,741,318,14,Alab_010_02_01156,ALABAMA
Alabama,10,2,CITY,"FURMAN, 125, WILCOX",1521,801,318,14,Alab_010_02_01159,ALABAMA
Alabama,10,2,CITY,"FYFFE, 15, DEKALB",1521,921,288,14,Alab_010_02_01165,ALABAMA
Alabama,10,2,CITY,"GADSDEN, 13,984, ETOWAH",1521,981,388,14,Alab_010_02_01168,ALABAMA
Alabama,12,2,CITY,"HURTSBORO, 764, RUSSELL",1511,807,385,18,Alab_012_02_01200,ALABAMA
Alabama,12,2,CITY,"INVERNESS, 200, BULLOCK",1511,935,385,18,Alab_012_02_01205,ALABAMA
Alabama,12,2,CITY,"IRONATON, 982, TALLADEGA",1511,967,385,18,Alab_012_02_01207,ALABAMA
Alabama,12,2,CITY,"IRONDALE, 572, JEFFERSON",1511,1015,385,18,Alab_012_02_01209,ALABAMA
Alabama,12,2,CITY,"IRVINGTON, -, MOBILE",1511,1063,385,18,Alab_012_02_01211,ALABAMA
Alabama,12,2,CITY,"ISHKOODA (R.D. BIRMINGHAM), JEFFERSON",1511,1095,615,34,Alab_012_02_01213,ALABAMA
Alabama,12,2,CITY,"ISNEY, 150, CHOCTAW",1511,1159,385,18,Alab_012_02_01215,ALABAMA
Alabama,12,2,CITY,"JACKSON, 1,379, CLARKE",1511,1207,385,18,Alab_012_02_01217,ALABAMA
Alabama,12,2,CITY,"JACKSONS GAP, 350, TALLAPOOSA",1511,1383,585,18,Alab_012_02_01223,ALABAMA
Alabama,12,2,CITY,"JACKSONVILLE, 2,231, CALHOUN",1511,1415,585,18,Alab_012_02_01225,ALABAMA
Alabama,12,2,CITY,"JAMES, 425, BULLOCK",1511,1591,385,18,Alab_012_02_01232,ALABAMA
Alabama,13,0,CITY,"JASPER, 2,509, WALKER",318,306,348,14,Alab_013_00_01235,ALABAMA
Alabama,13,0,CITY,"JEDDO, 25, MONROE",318,547,298,14,Alab_013_00_01247,ALABAMA
Alabama,13,0,CITY,"JEFFERSON, 204, MARENGO",318,571,414,14,Alab_013_00_01249,ALABAMA
Alabama,13,0,CITY,"JEMISON, 413, CHILTON",318,595,364,14,Alab_013_00_01251,ALABAMA
Alabama,13,0,CITY,"JENA, 20, TUSCALOOSA",318,667,348,14,Alab_013_00_01256,ALABAMA
Alabama,13,0,CITY,"JERICHO (R.D., HEIBERGER), 41, PERRY",318,703,648,14,Alab_013_00_01258,ALABAMA
Alabama,13,0,CITY,"JOHNS, 500, JEFFERSON",318,739,381,14,Alab_013_00_01261,ALABAMA
Alabama,13,0,CITY,"JONES, 100, AUTAUGA",318,799,331,14,Alab_013_00_01266,ALABAMA
Alabama,13,0,CITY,"JONES CHAPEL (R.D., CULLMAN), 150, CULLMAN",318,835,664,26,Alab_013_00_01268,ALABAMA
Alabama,13,0,CITY,"JOPPA, 167, CULLMAN",318,871,331,14,Alab_013_00_01270,ALABAMA
