publication,page_number,column,x,y,width,height,entry_id,state_name,name,population,county_name,post_reference,post_reference_type
Alabama,6,2,1579,960,400,20,Alab_006_02_00402,ALABAMA,BOLLING,350,BUTLER,,
Alabama,6,2,1579,1026,400,20,Alab_006_02_00404,ALABAMA,BOOTHTON,200,SHELBY,,
Alabama,6,2,1579,1070,400,20,Alab_006_02_00406,ALABAMA,BOYLES,0,JEFFERSON,,
Alabama,6,2,1579,1136,600,20,Alab_006_02_00408,ALABAMA,BRADLEY,0,ESCAMBIA,FALCO,P.O.
Alabama,6,2,1579,1180,500,20,Alab_006_02_00410,ALABAMA,BRADLEYTON,150,CRENSHAW,,
Alabama,6,2,1579,1224,400,20,Alab_006_02_00412,ALABAMA,BRAGGS,20,LOWNDES,,
Alabama,6,2,1579,1290,500,20,Alab_006_02_00414,ALABAMA,BRANCHVILLE,89,ST. CLAIR,,
Alabama,6,2,1579,1356,500,20,Alab_006_02_00416,ALABAMA,BRANTLEY,803,CRENSHAW,,
Alabama,6,2,1579,1532,400,20,Alab_006_02_00422,ALABAMA,BREMEN,350,CULLMAN,,
Alabama,6,2,1579,1598,350,20,Alab_006_02_00424,ALABAMA,BRENT,300,BIBB,,
Alabama,6,2,1579,1664,500,20,Alab_006_02_00426,ALABAMA,BREWTON,2185,ESCAMBIA,,
Alabama,6,2,1579,1972,550,20,Alab_006_02_00434,ALABAMA,BRIDGEPORT,2125,JACKSON,,
Alabama,6,2,1579,2148,550,20,Alab_006_02_00439,ALABAMA,BRIGHTON,1502,JEFFERSON,,
Alabama,7,0,318,327,385,18,Alab_007_00_00546,ALABAMA,BRILLIANT,700,MARION,,
Alabama,7,0,318,392,425,18,Alab_007_00_00550,ALABAMA,BROOKYLN,350,CONECUH,,
Alabama,7,0,318,457,450,18,Alab_007_00_00553,ALABAMA,BROOKSIDE,623,JEFFERSON,,
Alabama,7,0,318,509,520,18,Alab_007_00_00556,ALABAMA,BROOKWOOD,1500,TUSCALOOSA,,
Alabama,7,0,318,548,360,18,Alab_007_00_00559,ALABAMA,BROWNS,200,DALLAS,,
Alabama,7,0,318,587,380,18,Alab_007_00_00561,ALABAMA,BRUNDIDGE,815,PIKE,,
Alabama,7,0,318,795,450,18,Alab_007_00_00570,ALABAMA,BUENA VISTA,200,MONROE,,
Alabama,7,0,318,834,420,18,Alab_007_00_00572,ALABAMA,BUHL,200,TUSCALOOSA,,
Alabama,7,0,318,912,420,18,Alab_007_00_00577,ALABAMA,BURNSVILLE,200,DALLAS,,
Alabama,7,0,318,951,420,18,Alab_007_00_00579,ALABAMA,BURNT CORN,33,MONROE,,
Alabama,7,0,318,1003,380,18,Alab_007_00_00582,ALABAMA,BUTLER,250,CHOCTAW,,
Alabama,7,0,318,1055,550,18,Alab_007_00_00585,ALABAMA,BUYCK,20,ELMORE,TITUS,R. D.
Alabama,7,0,318,1094,380,18,Alab_007_00_00587,ALABAMA,CALERA,754,SHELBY,,
Alabama,7,0,318,1159,380,18,Alab_007_00_00591,ALABAMA,CALVERT,150,MOBILE,,
Alabama,7,0,318,1198,380,18,Alab_007_00_00593,ALABAMA,CAMDEN,648,WILCOX,,
Alabama,7,0,318,1354,520,18,Alab_007_00_00603,ALABAMA,CAMP HILL,896,TALLAPOOSA,,
Alabama,7,0,318,1497,380,18,Alab_007_00_00609,ALABAMA,CAMP HUGH,0,BIBB,,
Alabama,7,1,963,332,318,16,Alab_007_01_00611,ALABAMA,CANOE STATION,50,ESCAMBIA,,
Alabama,7,1,963,377,295,16,Alab_007_01_00614,ALABAMA,CARBONHILL,1627,WALKER,,
Alabama,7,1,963,512,285,16,Alab_007_01_00621,ALABAMA,CARDIFF,426,JEFFERSON,,
Alabama,7,1,963,617,385,31,Alab_007_01_00625,ALABAMA,CARLOWVILLE,184,DALLAS,MINTER,R.D.
Alabama,7,1,963,677,290,16,Alab_007_01_00627,ALABAMA,CARROLLTON,444,PICKENS,,
Alabama,7,1,963,797,285,16,Alab_007_01_00632,ALABAMA,CARSON,10,WASHINGTON,,
Alabama,7,1,963,842,310,16,Alab_007_01_00634,ALABAMA,CASTLEBERRY,225,CONECUH,,
Alabama,7,1,963,917,275,16,Alab_007_01_00637,ALABAMA,CATHERINE,200,WILCOX,,
Alabama,7,1,963,962,320,16,Alab_007_01_00639,ALABAMA,CEDAR BLUFF,264,CHEROKEE,,
Alabama,7,1,963,1052,265,16,Alab_007_01_00643,ALABAMA,CENTER,256,CHEROKEE,,
Alabama,7,1,963,1187,385,31,Alab_007_01_00648,ALABAMA,CENTER HILL,30,LIMESTONE,HARVEST,R.D.
Alabama,7,1,963,1232,265,16,Alab_007_01_00650,ALABAMA,CENTERVILLE,730,BIBB,,
Alabama,7,1,963,1457,250,16,Alab_007_01_00659,ALABAMA,CENTRAL,100,ELMORE,,
Alabama,7,1,963,1532,310,16,Alab_007_01_00662,ALABAMA,CENTRAL MILLS,200,DALLAS,,
Alabama,7,1,963,1577,275,16,Alab_007_01_00664,ALABAMA,CHANCELLOR,60,GENEVA,,
Alabama,7,1,963,1652,240,16,Alab_007_01_00667,ALABAMA,CHAPMAN,10,BUTLER,,
Alabama,8,2,1545,391,215,15,Alab_008_02_00675,ALABAMA,DALEVILLE,500,DALE,,
Alabama,8,2,1545,464,185,15,Alab_008_02_00678,ALABAMA,DANCY,20,PICKENS,,
Alabama,8,2,1545,508,215,15,Alab_008_02_00680,ALABAMA,DANVILLE,179,MORGAN,,
Alabama,8,2,1545,552,215,15,Alab_008_02_00682,ALABAMA,DAPHNE,549,BALDWIN,,
Alabama,8,2,1545,611,255,15,Alab_008_02_00685,ALABAMA,DAVISTON,127,TALLAPOOSA,,
Alabama,8,2,1545,640,305,15,Alab_008_02_00687,ALABAMA,DAWES,0,MOBILE,THEODORE,R.D.
Alabama,8,2,1545,669,205,15,Alab_008_02_00689,ALABAMA,DAWSON,125,DEKALB,,
Alabama,8,2,1545,728,215,15,Alab_008_02_00692,ALABAMA,DAYTON,382,MARENGO,,
Alabama,8,2,1545,787,285,15,Alab_008_02_00695,ALABAMA,DE ARMANVILLE,125,CALHOUN,,
Alabama,8,2,1545,816,235,15,Alab_008_02_00697,ALABAMA,DEATSVILLE,194,ELMORE,,
Alabama,8,2,1545,875,235,15,Alab_008_02_00700,ALABAMA,DECATUR,4228,MORGAN,,
Alabama,8,2,1545,1051,215,15,Alab_008_02_00707,ALABAMA,DELMAR,100,WINSTON,,
Alabama,8,2,1545,1095,145,15,Alab_008_02_00709,ALABAMA,DELTA,50,CLAY,,
Alabama,8,2,1545,1169,265,15,Alab_008_02_00712,ALABAMA,DEMOPOLIS,2417,MARENGO,,
Alabama,8,2,1545,1360,265,15,Alab_008_02_00720,ALABAMA,DIXON'S MILLS,200,MARENGO,,
Alabama,8,2,1545,1389,355,30,Alab_008_02_00722,ALABAMA,DOGWOOD,0,SHELBY,MONTEVALLO,R.D.
Alabama,8,2,1545,1433,265,15,Alab_008_02_00724,ALABAMA,DOLOMITE,1000,JEFFERSON,,
Alabama,8,2,1545,1492,185,15,Alab_008_02_00727,ALABAMA,DORA,916,WALKER,,
Alabama,9,0,256,401,380,18,Alab_009_00_00733,ALABAMA,DOTHAN,7016,HOUSTON,,
Alabama,9,0,256,1062,610,18,Alab_009_00_00757,ALABAMA,DOUBLE SPRINGS,200,WINSTON,,
Alabama,9,0,256,1179,300,18,Alab_009_00_00761,ALABAMA,DOWNS,100,MACON,,
Alabama,9,0,256,1210,400,18,Alab_009_00_00763,ALABAMA,DOZIER,288,CRENSHAW,,
Alabama,9,0,256,1327,680,18,Alab_009_00_00767,ALABAMA,DUNBAR,,WASHINGTON,MILLRY,P.O.
Alabama,9,0,256,1382,450,18,Alab_009_00_00769,ALABAMA,EASONVILLE,73,ST. CLAIR,,
Alabama,9,0,256,1421,680,18,Alab_009_00_00771,ALABAMA,EAST TALLASSEE,2000,TALLAPOOSA,,
Alabama,9,0,256,1522,450,18,Alab_009_00_00775,ALABAMA,ECHOLA,138,TUSCALOOSA,,
Alabama,9,0,256,1577,400,18,Alab_009_00_00777,ALABAMA,ECLECTIC,315,ELMORE,,
Alabama,9,0,256,1678,400,18,Alab_009_00_00781,ALABAMA,EDEN,165,ST. CLAIR,,
Alabama,9,1,927,307,895,43,Alab_009_01_00784,ALABAMA,EDGEWOOD,,JEFFERSON,BIRMINGHAM,P.O.
Alabama,9,1,927,387,435,26,Alab_009_01_00786,ALABAMA,EDNA,,CHOCTAW,,
Alabama,9,1,927,447,735,26,Alab_009_01_00788,ALABAMA,EDWARDSVILLE,393,CLEBURNE,,
Alabama,9,1,927,527,485,26,Alab_009_01_00791,ALABAMA,ELBA,1079,COFFEE,,
Alabama,9,1,927,827,585,26,Alab_009_01_00800,ALABAMA,ELDRIDGE,120,WALKER,,
Alabama,9,1,927,907,435,26,Alab_009_01_00803,ALABAMA,ELISKA,5,MONROE,,
Alabama,9,1,927,1007,635,26,Alab_009_01_00806,ALABAMA,ELKMONT,188,LIMESTONE,,
Alabama,9,1,927,1187,895,46,Alab_009_01_00812,ALABAMA,ELK RIVER MILLS,50,LIMESTONE,ATHENS,P.O.
Alabama,9,1,927,1247,485,26,Alab_009_01_00814,ALABAMA,ELMORE,300,ELMORE,,
Alabama,9,1,927,1327,585,26,Alab_009_01_00817,ALABAMA,ELROD,35,TUSCALOOSA,,
Alabama,9,1,927,1387,485,26,Alab_009_01_00820,ALABAMA,EMELLE,300,SUMTER,,
Alabama,9,1,927,1487,485,26,Alab_009_01_00823,ALABAMA,EMPIRE,300,WALKER,,
Alabama,9,1,927,1567,635,26,Alab_009_01_00826,ALABAMA,ENSLEY,8000,JEFFERSON,,
Alabama,8,1,905,240,680,20,Alab_008_01_00838,ALABAMA,COTTONDALE,900,TUSCALOOSA,,
Alabama,8,1,905,280,600,20,Alab_008_01_00840,ALABAMA,COTTONWOOD,500,HOUSTON,,
Alabama,8,1,905,340,580,20,Alab_008_01_00843,ALABAMA,COURTLAND,478,LAWRENCE,,
Alabama,8,1,905,440,450,20,Alab_008_01_00846,ALABAMA,COVIN,60,FAYETTE,,
Alabama,8,1,905,530,500,20,Alab_008_01_00849,ALABAMA,COWARTS,150,HOUSTON,,
Alabama,8,1,905,570,350,20,Alab_008_01_00851,ALABAMA,COY,50,WILCOX,,
Alabama,8,1,905,610,450,20,Alab_008_01_00853,ALABAMA,CRAGFORD,90,CLAY,,
Alabama,8,1,905,710,550,20,Alab_008_01_00856,ALABAMA,CRANE HILL,55,CULLMAN,,
Alabama,8,1,905,750,550,20,Alab_008_01_00858,ALABAMA,CREWS DEPOT,150,LAMAR,,
Alabama,8,1,905,810,550,20,Alab_008_01_00860,ALABAMA,CRICHTON,100,MOBILE,,
Alabama,8,1,905,870,600,20,Alab_008_01_00862,ALABAMA,CROPWELL,105,ST. CLAIR,,
Alabama,8,1,905,930,880,40,Alab_008_01_00864,ALABAMA,CROSS KEYS,25,MACON,SHORTER,R.D.
Alabama,8,1,905,1050,550,20,Alab_008_01_00867,ALABAMA,CROSSVILLE,250,DEKALB,,
Alabama,8,1,905,1360,450,20,Alab_008_01_00877,ALABAMA,CUBA,650,SUMTER,,
Alabama,8,1,905,1500,600,20,Alab_008_01_00881,ALABAMA,CULLMAN,2130,CULLMAN,,
Alabama,8,1,905,1910,500,20,Alab_008_01_00894,ALABAMA,CUNNINGHAM,30,CLARKE,,
Alabama,8,1,905,1970,550,20,Alab_008_01_00896,ALABAMA,CUSSETA,150,CHAMBERS,,
Alabama,8,1,905,2010,700,20,Alab_008_01_00898,ALABAMA,DADEVILLE,1193,TALLAPOOSA,,
Alabama,9,2,1574,821,500,18,Alab_009_02_00920,ALABAMA,ENTERPRISE,2322,COFFEE,,
Alabama,9,2,1574,1055,400,18,Alab_009_02_00932,ALABAMA,EPES,374,SUMTER,,
Alabama,9,2,1574,1133,400,18,Alab_009_02_00936,ALABAMA,EQUALITY,200,COOSA,,
Alabama,9,2,1574,1199,500,18,Alab_009_02_00940,ALABAMA,ETHELSVILLE,50,PICKENS,,
Alabama,9,2,1574,1337,500,18,Alab_009_02_00946,ALABAMA,EUFAULA,4259,BARBOUR,,
Alabama,10,0,248,332,450,25,Alab_010_00_00956,ALABAMA,EUTAW,1001,GREENE,,
Alabama,10,0,248,497,350,25,Alab_010_00_00964,ALABAMA,EVA,30,MORGAN,,
Alabama,10,0,248,532,500,25,Alab_010_00_00966,ALABAMA,EVERGREEN,1582,CONECUH,,
Alabama,10,0,248,787,400,25,Alab_010_00_00975,ALABAMA,EXCEL,150,MONROE,,
Alabama,10,0,248,817,450,25,Alab_010_00_00977,ALABAMA,FAIRFAX,,CHAMBERS,,
Alabama,10,0,248,867,500,25,Alab_010_00_00979,ALABAMA,FAIRFIELD,,JEFFERSON,,
Alabama,10,0,248,1147,500,25,Alab_010_00_00988,ALABAMA,FAIRHOPE,590,BALDWIN,,
Alabama,10,0,248,1387,450,25,Alab_010_00_00997,ALABAMA,FALCO,,COVINGTON,,
Alabama,10,0,248,1437,500,25,Alab_010_00_00999,ALABAMA,FALKVILLE,335,MORGAN,,
Alabama,10,0,248,1542,500,25,Alab_010_00_01003,ALABAMA,FALLS CITY,85,WINSTON,,
Alabama,10,0,248,1577,450,25,Alab_010_00_01005,ALABAMA,FARILL,25,CHEROKEE,,
Alabama,10,0,248,1627,500,25,Alab_010_00_01007,ALABAMA,FAUNSDALE,352,MARENGO,,
Alabama,10,0,248,1712,500,25,Alab_010_00_01010,ALABAMA,FAYETTE,636,FAYETTE,,
Alabama,12,0,202,427,450,24,Alab_012_00_01020,ALABAMA,HANCEVILLE,464,CULLMAN,,
Alabama,12,0,202,588,400,24,Alab_012_00_01025,ALABAMA,HARGROVE,350,BIBB,,
Alabama,12,0,202,659,450,24,Alab_012_00_01027,ALABAMA,HARTFORD,1159,GENEVA,,
Alabama,12,0,202,957,450,24,Alab_012_00_01036,ALABAMA,HARTSELLS,1374,MORGAN,,
Alabama,12,0,202,1231,748,47,Alab_012_00_01045,ALABAMA,HATTON,60,LAWRENCE,TOWN CREEK,R.D.
Alabama,12,0,202,1294,350,24,Alab_012_00_01047,ALABAMA,HAVANA,137,HALE,,
Alabama,12,0,202,1403,450,24,Alab_012_00_01050,ALABAMA,HAYNEVILLE,400,LOWNDES,,
Alabama,12,0,202,1575,450,24,Alab_012_00_01055,ALABAMA,HAZEL GREEN,75,MADISON,,
Alabama,12,0,202,1646,450,24,Alab_012_00_01057,ALABAMA,HEADLAND,1090,HENRY,,
Alabama,12,0,202,1869,600,24,Alab_012_00_01064,ALABAMA,HEALING SPRINGS,50,WASHINGTON,,
Alabama,12,0,202,1940,450,24,Alab_012_00_01066,ALABAMA,HEFLIN,839,CLEBURNE,,
Alabama,11,0,22,778,200,13,Alab_011_00_01089,ALABAMA,GAINESTOWN,110,CLARKE,,
Alabama,11,0,22,804,200,13,Alab_011_00_01091,ALABAMA,GAINESVILLE,532,SUMTER,,
Alabama,11,0,22,882,150,13,Alab_011_00_01095,ALABAMA,GALLION,220,HALE,,
Alabama,11,0,22,908,200,13,Alab_011_00_01097,ALABAMA,GAMBLE MINES,35,WALKER,,
Alabama,11,0,22,947,180,13,Alab_011_00_01099,ALABAMA,GANTT,300,COVINGTON,,
Alabama,11,0,22,999,250,13,Alab_011_00_01102,ALABAMA,GANTTS QUARRY,300,TALLADEGA,,
Alabama,11,0,22,1038,200,13,Alab_011_00_01104,ALABAMA,GARDEN CITY,250,CULLMAN,,
Alabama,11,0,22,1077,180,13,Alab_011_00_01106,ALABAMA,GARLAND,250,BUTLER,,
Alabama,11,0,22,1116,200,13,Alab_011_00_01108,ALABAMA,GASTONBURG,145,WILCOX,,
Alabama,11,0,22,1168,220,13,Alab_011_00_01111,ALABAMA,GAYLESVILLE,204,CHEROKEE,,
Alabama,11,0,22,1220,160,13,Alab_011_00_01114,ALABAMA,GEIGER,200,SUMTER,,
Alabama,11,0,22,1259,180,13,Alab_011_00_01116,ALABAMA,GENEVA,969,GENEVA,,
Alabama,11,0,22,1441,200,13,Alab_011_00_01124,ALABAMA,GEORGIANA,999,BUTLER,,
Alabama,10,2,1521,250,348,14,Alab_010_02_01128,ALABAMA,FRANKLIN,150,MONROE,,
Alabama,10,2,1521,285,418,14,Alab_010_02_01130,ALABAMA,FRANKVILLE,75,WASHINGTON,,
Alabama,10,2,1521,321,418,14,Alab_010_02_01132,ALABAMA,FRUITDALE,250,WASHINGTON,,
Alabama,10,2,1521,369,418,14,Alab_010_02_01135,ALABAMA,FRUITHURST,257,CLEBURNE,,
Alabama,10,2,1521,405,388,14,Alab_010_02_01137,ALABAMA,FT. DEPOSIT,893,LOWNDES,,
Alabama,10,2,1521,477,388,14,Alab_010_02_01142,ALABAMA,FT. MITCHELL,50,RUSSELL,,
Alabama,10,2,1521,513,358,14,Alab_010_02_01144,ALABAMA,FT. MORGAN,0,BALDWIN,,
Alabama,10,2,1521,549,388,14,Alab_010_02_01146,ALABAMA,FT. PAYNE,1317,DEKALB,,
Alabama,10,2,1521,741,318,14,Alab_010_02_01156,ALABAMA,FULTON,518,CLARKE,,
Alabama,10,2,1521,801,318,14,Alab_010_02_01159,ALABAMA,FURMAN,125,WILCOX,,
Alabama,10,2,1521,921,288,14,Alab_010_02_01165,ALABAMA,FYFFE,15,DEKALB,,
Alabama,10,2,1521,981,388,14,Alab_010_02_01168,ALABAMA,GADSDEN,13984,ETOWAH,,
Alabama,12,2,1511,807,385,18,Alab_012_02_01200,ALABAMA,HURTSBORO,764,RUSSELL,,
Alabama,12,2,1511,935,385,18,Alab_012_02_01205,ALABAMA,INVERNESS,200,BULLOCK,,
Alabama,12,2,1511,967,385,18,Alab_012_02_01207,ALABAMA,IRONATON,982,TALLADEGA,,
Alabama,12,2,1511,1015,385,18,Alab_012_02_01209,ALABAMA,IRONDALE,572,JEFFERSON,,
Alabama,12,2,1511,1063,385,18,Alab_012_02_01211,ALABAMA,IRVINGTON,0,MOBILE,,
Alabama,12,2,1511,1095,615,34,Alab_012_02_01213,ALABAMA,ISHKOODA,,JEFFERSON,BIRMINGHAM,R.D.
Alabama,12,2,1511,1159,385,18,Alab_012_02_01215,ALABAMA,ISNEY,150,CHOCTAW,,
Alabama,12,2,1511,1207,385,18,Alab_012_02_01217,ALABAMA,JACKSON,1379,CLARKE,,
Alabama,12,2,1511,1383,585,18,Alab_012_02_01223,ALABAMA,JACKSONS GAP,350,TALLAPOOSA,,
Alabama,12,2,1511,1415,585,18,Alab_012_02_01225,ALABAMA,JACKSONVILLE,2231,CALHOUN,,
Alabama,12,2,1511,1591,385,18,Alab_012_02_01232,ALABAMA,JAMES,425,BULLOCK,,
Alabama,13,0,318,306,348,14,Alab_013_00_01235,ALABAMA,JASPER,2509,WALKER,,
Alabama,13,0,318,547,298,14,Alab_013_00_01247,ALABAMA,JEDDO,25,MONROE,,
Alabama,13,0,318,571,414,14,Alab_013_00_01249,ALABAMA,JEFFERSON,204,MARENGO,,
Alabama,13,0,318,595,364,14,Alab_013_00_01251,ALABAMA,JEMISON,413,CHILTON,,
Alabama,13,0,318,667,348,14,Alab_013_00_01256,ALABAMA,JENA,20,TUSCALOOSA,,
Alabama,13,0,318,703,648,14,Alab_013_00_01258,ALABAMA,JERICHO,41,PERRY,HEIBERGER,R.D.
Alabama,13,0,318,739,381,14,Alab_013_00_01261,ALABAMA,JOHNS,500,JEFFERSON,,
Alabama,13,0,318,799,331,14,Alab_013_00_01266,ALABAMA,JONES,100,AUTAUGA,,
Alabama,13,0,318,835,664,26,Alab_013_00_01268,ALABAMA,JONES CHAPEL,150,CULLMAN,CULLMAN,R.D.
Alabama,13,0,318,871,331,14,Alab_013_00_01270,ALABAMA,JOPPA,167,CULLMAN,,
Alabama,13,0,318,907,631,14,Alab_013_00_01272,ALABAMA,JORDAN,80,ELMORE,ECLECTIC,R.D.
Alabama,13,0,318,931,331,14,Alab_013_00_01274,ALABAMA,KEENER,100,ETOWAH,,
Alabama,13,0,318,955,464,14,Alab_013_00_01276,ALABAMA,KELLERMAN,100,TUSCALOOSA,,
Alabama,13,0,318,1003,348,14,Alab_013_00_01279,ALABAMA,KELLYTON,300,COOSA,,
Alabama,13,0,318,1099,331,14,Alab_013_00_01284,ALABAMA,KENNEDY,261,LAMAR,,
Alabama,13,0,318,1195,381,14,Alab_013_00_01290,ALABAMA,KILLEN,65,LAUDERDALE,,
Alabama,13,0,318,1243,431,14,Alab_013_00_01293,ALABAMA,KIMBERLY,800,JEFFERSON,,
Alabama,13,0,318,1267,364,14,Alab_013_00_01295,ALABAMA,KIMBROUGH,20,WILCOX,,
Alabama,13,0,318,1303,581,14,Alab_013_00_01297,ALABAMA,KINGSTON,70,AUTAUGA,VIDA,P.O.
Alabama,13,0,318,1327,331,14,Alab_013_00_01299,ALABAMA,KINSTON,150,COFFEE,,
Alabama,13,2,1613,308,300,20,Alab_013_02_01302,ALABAMA,LINDEN,600,MARENGO,,
Alabama,13,2,1613,516,250,20,Alab_013_02_01307,ALABAMA,LINEVILLE,1053,CLAY,,
Alabama,13,2,1613,724,200,20,Alab_013_02_01313,ALABAMA,LINWOOD,100,PIKE,,
Alabama,13,2,1613,828,250,20,Alab_013_02_01316,ALABAMA,LISMAN,,CHOCTAW,,
Alabama,13,2,1613,958,300,20,Alab_013_02_01319,ALABAMA,LITTLETON,300,JEFFERSON,,
Alabama,13,2,1613,1036,300,20,Alab_013_02_01321,ALABAMA,LIVINGSTON,877,SUMTER,,
Alabama,13,2,1613,1296,250,20,Alab_013_02_01327,ALABAMA,LOACHAPOKA,357,LEE,,
